hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb
HGNC:53278	LINC02356	long intergenic non-protein coding RNA 2356	non-coding RNA	RNA, long non-coding	Approved	12q24.12	12q24.12							2017-03-22			2017-03-22	105369984	ENSG00000257595	OTTHUMG00000169548			XR_945342																											
HGNC:53279	LINC02357	long intergenic non-protein coding RNA 2357	non-coding RNA	RNA, long non-coding	Approved	4p15.2	04p15.2							2017-03-22			2017-03-22	105374540	ENSG00000283314	OTTHUMG00000191703			XR_001741634																											
HGNC:53281	LINC02358	long intergenic non-protein coding RNA 2358	non-coding RNA	RNA, long non-coding	Approved	4q12	04q12							2017-03-22			2017-03-22	107986226	ENSG00000251256	OTTHUMG00000160614			XR_001741510																											
HGNC:53280	LINC02359	long intergenic non-protein coding RNA 2359	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2018-08-17	101927464	ENSG00000284848	OTTHUMG00000168496			NR_110053																											
HGNC:53282	LINC02360	long intergenic non-protein coding RNA 2360	non-coding RNA	RNA, long non-coding	Approved	4p15.33	04p15.33							2017-03-22			2017-03-22	105374484	ENSG00000248300	OTTHUMG00000160041			NR_146995																											
HGNC:53283	LINC02361	long intergenic non-protein coding RNA 2361	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-22			2017-03-22	100996246	ENSG00000256576	OTTHUMG00000168255			NR_146452																											
HGNC:53284	LINC02362	long intergenic non-protein coding RNA 2362	non-coding RNA	RNA, long non-coding	Approved	4q35.1	04q35.1							2017-03-22			2017-03-22	102723766	ENSG00000249096	OTTHUMG00000160613			NR_125933																											
HGNC:53286	LINC02363	long intergenic non-protein coding RNA 2363	non-coding RNA	RNA, long non-coding	Approved	4q35.1	04q35.1							2017-03-22			2017-03-22	728175	ENSG00000180712	OTTHUMG00000160616			NR_040108																											
HGNC:53288	LINC02364	long intergenic non-protein coding RNA 2364	non-coding RNA	RNA, long non-coding	Approved	4p15.1	04p15.1							2017-03-22			2017-03-22	102723764	ENSG00000250190	OTTHUMG00000160395			NR_146499																											
HGNC:53285	LINC02365	long intergenic non-protein coding RNA 2365	non-coding RNA	RNA, long non-coding	Approved	4q35.1	04q35.1	LVCAT8	liver cancer-associated transcript 8					2017-03-22			2017-03-22	105377586	ENSG00000254233	OTTHUMG00000163540			NR_131967			25599403																								
HGNC:53289	LINC02366	long intergenic non-protein coding RNA 2366	non-coding RNA	RNA, long non-coding	Approved	12p13.2	12p13.2							2017-03-22			2017-03-22	101928162	ENSG00000256888	OTTHUMG00000168488			NR_120463																											
HGNC:53290	LINC02367	long intergenic non-protein coding RNA 2367	non-coding RNA	RNA, long non-coding	Approved	12p13.31	12p13.31							2017-03-22			2017-03-22	101930452	ENSG00000260423	OTTHUMG00000172909			NR_120479																											
HGNC:53291	LINC02368	long intergenic non-protein coding RNA 2368	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	101927694	ENSG00000256659	OTTHUMG00000168429			NR_104648																											
HGNC:53292	LINC02369	long intergenic non-protein coding RNA 2369	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	100996679	ENSG00000256551	OTTHUMG00000168428			NR_104647																											
HGNC:27885	LINC02370	long intergenic non-protein coding RNA 2370	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-22			2017-03-22	338797	ENSG00000230294	OTTHUMG00000168301			NR_103736																											
HGNC:53293	LINC02371	long intergenic non-protein coding RNA 2371	non-coding RNA	RNA, long non-coding	Approved	12p13.33	12p13.33							2017-03-22			2017-03-22	107984539	ENSG00000274659	OTTHUMG00000187093			XR_001749432																											
HGNC:53294	LINC02372	long intergenic non-protein coding RNA 2372	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	440117	ENSG00000249873	OTTHUMG00000168453			NR_033970																											
HGNC:53295	LINC02373	long intergenic non-protein coding RNA 2373	non-coding RNA	RNA, long non-coding	Approved	12q15	12q15							2017-03-22			2017-03-22	105369822	ENSG00000257507	OTTHUMG00000169359			XR_001749195																											
HGNC:53296	LINC02374	long intergenic non-protein coding RNA 2374	non-coding RNA	RNA, long non-coding	Approved	4q35.2	04q35.2							2017-03-22			2017-03-22	105377600	ENSG00000249747	OTTHUMG00000160312			NR_147159																											
HGNC:53297	LINC02375	long intergenic non-protein coding RNA 2375	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	101927616	ENSG00000256362	OTTHUMG00000168445			NR_110057																											
HGNC:53298	LINC02376	long intergenic non-protein coding RNA 2376	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	105370065	ENSG00000256292	OTTHUMG00000168443			NR_146537																											
HGNC:53300	LINC02377	long intergenic non-protein coding RNA 2377	non-coding RNA	RNA, long non-coding	Approved	4q28.3	04q28.3							2017-03-22			2017-03-22	105377424	ENSG00000250102	OTTHUMG00000161095			XR_939198																											
HGNC:53301	LINC02378	long intergenic non-protein coding RNA 2378	non-coding RNA	RNA, long non-coding	Approved	12p12.3	12p12.3							2017-03-22			2017-03-22	105369678	ENSG00000256994	OTTHUMG00000168808			NR_146522																											
HGNC:53302	LINC02379	long intergenic non-protein coding RNA 2379	non-coding RNA	RNA, long non-coding	Approved	4q28.1	04q28.1							2017-03-22			2017-03-22	101927109	ENSG00000251649	OTTHUMG00000161146			XR_244710																											
HGNC:53303	LINC02380	long intergenic non-protein coding RNA 2380	non-coding RNA	RNA, long non-coding	Approved	4q12	04q12							2017-03-22			2017-03-22	101928851	ENSG00000248505	OTTHUMG00000160663			NR_125907																											
HGNC:53304	LINC02381	long intergenic non-protein coding RNA 2381	non-coding RNA	RNA, long non-coding	Approved	12q13.13	12q13.13	LOC400043						2017-03-22			2017-09-21	400043	ENSG00000250742	OTTHUMG00000160035			NR_026656			28900495																								
HGNC:53305	LINC02382	long intergenic non-protein coding RNA 2382	non-coding RNA	RNA, long non-coding	Approved	4q33	04q33							2017-03-22			2017-03-22	100506107	ENSG00000250968	OTTHUMG00000160872			NR_134683																											
HGNC:53306	LINC02383	long intergenic non-protein coding RNA 2383	non-coding RNA	RNA, long non-coding	Approved	4p13	04p13							2017-03-22			2017-03-22	105374436	ENSG00000248143	OTTHUMG00000160455			NR_146993																											
HGNC:53308	LINC02384	long intergenic non-protein coding RNA 2384	non-coding RNA	RNA, long non-coding	Approved	12q15	12q15							2017-03-22			2017-03-22	100507195	ENSG00000251301	OTTHUMG00000169139			NR_120458																											
HGNC:53309	LINC02385	long intergenic non-protein coding RNA 2385	non-coding RNA	RNA, long non-coding	Approved	12q23.3	12q23.3							2017-03-22			2017-03-22	105369948	ENSG00000257193	OTTHUMG00000170177			XR_945288																											
HGNC:53312	LINC02386	long intergenic non-protein coding RNA 2386	non-coding RNA	RNA, long non-coding	Approved	12p11.22	12p11.22							2017-03-22			2017-03-22	105369717	ENSG00000257756	OTTHUMG00000169332			XR_931478																											
HGNC:53313	LINC02387	long intergenic non-protein coding RNA 2387	non-coding RNA	RNA, long non-coding	Approved	12p11.21	12p11.21							2017-03-22			2017-03-22	101929027	ENSG00000256232	OTTHUMG00000169033			NR_146469																											
HGNC:53315	LINC02388	long intergenic non-protein coding RNA 2388	non-coding RNA	RNA, long non-coding	Approved	12q14.1	12q14.1							2017-03-22			2017-03-22	101927653	ENSG00000257259	OTTHUMG00000169964			NR_120452																											
HGNC:53316	LINC02389	long intergenic non-protein coding RNA 2389	non-coding RNA	RNA, long non-coding	Approved	12q14.3	12q14.3	FLJ41278						2017-03-22			2017-03-22	400046	ENSG00000255693	OTTHUMG00000168829			NR_033988																											
HGNC:53317	LINC02390	long intergenic non-protein coding RNA 2390	non-coding RNA	RNA, long non-coding	Approved	12p13.31	12p13.31							2017-03-22			2017-03-22	105369652	ENSG00000256582	OTTHUMG00000168371			XR_931347																											
HGNC:53318	LINC02391	long intergenic non-protein coding RNA 2391	non-coding RNA	RNA, long non-coding	Approved	12q22	12q22							2017-03-22			2017-03-22	101930023	ENSG00000277851	OTTHUMG00000187289			XR_001749257																											
HGNC:53319	LINC02392	long intergenic non-protein coding RNA 2392	non-coding RNA	RNA, long non-coding	Approved	12q21.33	12q21.33							2017-03-22			2017-03-22	105369893	ENSG00000258183	OTTHUMG00000170044			NR_135018																											
HGNC:53320	LINC02393	long intergenic non-protein coding RNA 2393	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32	FLJ37505						2017-03-22			2017-03-22	400087	ENSG00000256597	OTTHUMG00000168424			NR_033987																											
HGNC:53321	LINC02394	long intergenic non-protein coding RNA 2394	non-coding RNA	RNA, long non-coding	Approved	12q21.1	12q21.1							2017-03-22			2017-03-22	105369841	ENSG00000258332	OTTHUMG00000169689			XR_945095																											
HGNC:53322	LINC02395	long intergenic non-protein coding RNA 2395	non-coding RNA	RNA, long non-coding	Approved	12q13.12	12q13.12							2017-03-22			2017-03-22	101927292	ENSG00000257771	OTTHUMG00000169708			NR_110048																											
HGNC:27463	LINC02396	long intergenic non-protein coding RNA 2396	non-coding RNA	RNA, long non-coding	Approved	12q13.12	12q13.12							2017-03-22			2017-04-28	283332	ENSG00000258135	OTTHUMG00000169809			NR_026948																											
HGNC:53323	LINC02397	long intergenic non-protein coding RNA 2397	non-coding RNA	RNA, long non-coding	Approved	12q22	12q22							2017-03-22			2017-03-22	100507616	ENSG00000205056	OTTHUMG00000181842			NR_144532																											
HGNC:53325	LINC02398	long intergenic non-protein coding RNA 2398	non-coding RNA	RNA, long non-coding	Approved	12p12.2	12p12.2							2017-03-22			2017-03-22	100506393	ENSG00000256287	OTTHUMG00000168941			NR_040098																											
HGNC:53326	LINC02399	long intergenic non-protein coding RNA 2399	non-coding RNA	RNA, long non-coding	Approved	12q21.33	12q21.33							2017-03-22			2017-03-22	105369891	ENSG00000257725	OTTHUMG00000169952			NR_135019																											
HGNC:53327	LINC02400	long intergenic non-protein coding RNA 2400	non-coding RNA	RNA, long non-coding	Approved	12q12	12q12							2017-03-22			2017-03-22	101927038	ENSG00000257784	OTTHUMG00000169376			NR_135040																											
HGNC:53328	LINC02401	long intergenic non-protein coding RNA 2401	non-coding RNA	RNA, long non-coding	Approved	12q23.3	12q23.3							2017-03-22			2017-03-22	101929084	ENSG00000257762	OTTHUMG00000170055			NR_110103																											
HGNC:53329	LINC02402	long intergenic non-protein coding RNA 2402	non-coding RNA	RNA, long non-coding	Approved	12q12	12q12	ENST00000550337.1						2017-03-22			2017-04-28	101927058	ENSG00000257510	OTTHUMG00000169457			NR_110042			28407663																								
HGNC:53330	LINC02403	long intergenic non-protein coding RNA 2403	non-coding RNA	RNA, long non-coding	Approved	12q14.1	12q14.1							2017-03-22			2017-03-22	105369785	ENSG00000257541	OTTHUMG00000170496			NR_135022																											
HGNC:53331	LINC02404	long intergenic non-protein coding RNA 2404	non-coding RNA	RNA, long non-coding	Approved	12q21.33	12q21.33							2017-03-22			2017-03-22	105369900	ENSG00000257893	OTTHUMG00000170089			XR_945199																											
HGNC:53333	LINC02405	long intergenic non-protein coding RNA 2405	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	101927592	ENSG00000249345	OTTHUMG00000168456			NR_104646																											
HGNC:53334	LINC02406	long intergenic non-protein coding RNA 2406	non-coding RNA	RNA, long non-coding	Approved	12q12	12q12							2017-03-22			2017-03-22	105369730	ENSG00000258144	OTTHUMG00000169409			XR_944853																											
HGNC:53337	LINC02408	long intergenic non-protein coding RNA 2408	non-coding RNA	RNA, long non-coding	Approved	12q15	12q15							2017-03-22			2017-03-22	100507175	ENSG00000203585	OTTHUMG00000169069			NR_103861																											
HGNC:53338	LINC02409	long intergenic non-protein coding RNA 2409	non-coding RNA	RNA, long non-coding	Approved	12q23.1	12q23.1							2017-03-22			2017-03-22	105369929	ENSG00000257920	OTTHUMG00000170123			XR_002957447																											
HGNC:53339	LINC02410	long intergenic non-protein coding RNA 2410	non-coding RNA	RNA, long non-coding	Approved	12q23.1	12q23.1							2017-03-22			2017-03-22	105369920	ENSG00000258292	OTTHUMG00000170350			NR_135016																											
HGNC:53340	LINC02411	long intergenic non-protein coding RNA 2411	non-coding RNA	RNA, long non-coding	Approved	12q24.32	12q24.32							2017-03-22			2017-03-22	101927637	ENSG00000256022	OTTHUMG00000168451			NR_120451																											
HGNC:53341	LINC02412	long intergenic non-protein coding RNA 2412	non-coding RNA	RNA, long non-coding	Approved	12q22	12q22							2017-03-22			2017-03-22	102724933	ENSG00000258171	OTTHUMG00000170115			NR_120492																											
HGNC:53342	LINC02413	long intergenic non-protein coding RNA 2413	non-coding RNA	RNA, long non-coding	Approved	12q22	12q22							2017-03-22			2017-03-22	105369906	ENSG00000257345	OTTHUMG00000170111			XR_945212																											
HGNC:53343	LINC02414	long intergenic non-protein coding RNA 2414	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-23			2017-03-23	105370085	ENSG00000256424	OTTHUMG00000168310			NR_146868																											
HGNC:53344	LINC02415	long intergenic non-protein coding RNA 2415	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-23			2017-03-23	107161159	ENSG00000248703	OTTHUMG00000168300			NR_135045																											
HGNC:53345	LINC02416	long intergenic non-protein coding RNA 2416	non-coding RNA	RNA, long non-coding	Approved	12q13.11	12q13.11							2017-03-23			2017-03-23	107984528	ENSG00000257924	OTTHUMG00000169663			XR_001749106																											
HGNC:53347	LINC02417	long intergenic non-protein coding RNA 2417	non-coding RNA	RNA, long non-coding	Approved	12p13.32	12p13.32							2017-03-23			2017-03-23	101930162	ENSG00000257048	OTTHUMG00000168183			NR_146865																											
HGNC:53348	LINC02418	long intergenic non-protein coding RNA 2418	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-23			2019-08-08	100190940	ENSG00000214039	OTTHUMG00000168373			NR_024457			31358735																								
HGNC:53349	LINC02419	long intergenic non-protein coding RNA 2419	non-coding RNA	RNA, long non-coding	Approved	12q24.33	12q24.33							2017-03-23			2017-03-23	105370078	ENSG00000256906	OTTHUMG00000168375			NR_146538																											
HGNC:53350	LINC02420	long intergenic non-protein coding RNA 2420	non-coding RNA	RNA, long non-coding	Approved	12q15	12q15							2017-03-23			2017-03-23	102724433	ENSG00000256172	OTTHUMG00000169068			NR_146500																											
HGNC:53351	LINC02421	long intergenic non-protein coding RNA 2421	non-coding RNA	RNA, long non-coding	Approved	12q15	12q15							2017-03-23			2017-03-23	101927901	ENSG00000255970	OTTHUMG00000169091			NR_110063																											
HGNC:53352	LINC02422	long intergenic non-protein coding RNA 2422	non-coding RNA	RNA, long non-coding	Approved	12p11.21	12p11.21							2017-03-23			2017-03-23	105369723	ENSG00000255760	OTTHUMG00000169240			NR_135029																											
